datadate	tic	conm	chng	mkt_excess	Price_tb	btm	mkvaltq
2015-03	ELY	CALLAWAY GOLF CO	0.061179	-0.02466	0.0003599999999999	0.4383053275854753	739470820.0
2015-06	ELY	CALLAWAY GOLF CO	-0.052966	-0.0218	0.0002	0.4919923353859047	697856400.0
2015-09	ELY	CALLAWAY GOLF CO	-0.056497	0.00122	8e-05	0.6341720071976681	656184750.0
2015-12	ELY	CALLAWAY GOLF CO	-0.065476	0.0233199999999999	0.00178	0.4874953997561443	847074660.0
2016-03	ELY	CALLAWAY GOLF CO	0.025872	0.04107	0.00213	0.5277145286824777	857772479.9999999
2016-06	ELY	CALLAWAY GOLF CO	0.01491	0.0454399999999999	0.00266	0.5070252640807192	959137610.0
2016-09	ELY	CALLAWAY GOLF CO	0.016637	-0.02034	0.0028399999999999	0.4514903733939118	1091699910.0
2016-12	ELY	CALLAWAY GOLF CO	-0.097942	0.0239799999999999	0.00502	0.5900268515538976	1031478480.0
2017-03	ELY	CALLAWAY GOLF CO	0.094955	-0.01472	0.00762	0.6020805671519197	1038299580.0
2017-06	ELY	CALLAWAY GOLF CO	0.00314	-0.03551	0.0102099999999999	0.5509636223927082	1199581920.0
2017-09	ELY	CALLAWAY GOLF CO	0.035151	-0.0219699999999999	0.01057	0.4935805130778215	1361787960.0
2017-12	ELY	CALLAWAY GOLF CO	-0.039972	0.0057899999999999	0.01391	0.5007075476999354	1316886480.0
2018-03	ELY	CALLAWAY GOLF CO	0.056848	-0.03035	0.01715	0.4451068176864366	1564817640.0
2018-06	ELY	CALLAWAY GOLF CO	0.001584	0.0223	0.0192	0.4185741830335951	1791166370.0
2018-09	ELY	CALLAWAY GOLF CO	0.064884	-0.01579	0.02199	0.3312037293266855	2293947600.0
2018-12	ELY	CALLAWAY GOLF CO	-0.10683	-0.11841	0.0238099999999999	0.5078621291412306	1445880600.0
2019-03	ELY	CALLAWAY GOLF CO	-0.074375	0.0126999999999999	0.024	0.4974184567740247	1510466670.0
2019-06	ELY	CALLAWAY GOLF CO	0.167347	0.0270999999999999	0.021	0.4721342421379637	1613812200.0
2019-09	ELY	CALLAWAY GOLF CO	0.092905	-0.0051499999999999	0.01825	0.4256302523262962	1826364540.0
2019-12	ELY	CALLAWAY GOLF CO	0.020693	0.0047399999999999	0.01556	0.384624908098389	1995068400.0
2020-03	ELY	CALLAWAY GOLF CO	-0.398115	-0.05992	0.00132	0.7901641009201487	961783760.0
2020-06	ELY	CALLAWAY GOLF CO	0.14295	-0.00877	0.00147	0.3790121497162196	1647831080.0000002
2020-09	ELY	CALLAWAY GOLF CO	-0.082455	-0.01946	0.00096	0.3820309589481204	1802298960.0
2020-12	ELY	CALLAWAY GOLF CO	0.129882	0.0137099999999999	0.00079	0.2987907017223746	2261261800.0
2015-09	ENR	ENERGIZER HOLDINGS INC NEW	-0.073036	0.00122	8e-05	-0.0249637482553777	2407491030.0
2015-12	ENR	ENERGIZER HOLDINGS INC NEW	0.007096	0.0233199999999999	0.00178	-0.0154406044416072	2104839880.0
2016-03	ENR	ENERGIZER HOLDINGS INC NEW	0.040318	0.04107	0.00213	-0.004072289852177	2504733300.0
2016-06	ENR	ENERGIZER HOLDINGS INC NEW	0.087894	0.0454399999999999	0.00266	-0.0008794858754238	3183678190.0
2016-09	ENR	ENERGIZER HOLDINGS INC NEW	0.010927	-0.02034	0.0028399999999999	-0.0097001871334234	3092723840.0
2016-12	ENR	ENERGIZER HOLDINGS INC NEW	-0.005794	0.0239799999999999	0.00502	0.0062615917717674	2762875740.0
2017-03	ENR	ENERGIZER HOLDINGS INC NEW	0.016223	-0.01472	0.00762	0.0193818650301176	3446520750.0
2017-06	ENR	ENERGIZER HOLDINGS INC NEW	-0.104104	-0.03551	0.0102099999999999	0.0293006178934508	2969220660.0
2017-09	ENR	ENERGIZER HOLDINGS INC NEW	0.043035	-0.0219699999999999	0.01057	0.0298520525610105	2850725250.0
2017-12	ENR	ENERGIZER HOLDINGS INC NEW	0.044633	0.0057899999999999	0.01391	0.0117291383196537	2873186340.0
2018-03	ENR	ENERGIZER HOLDINGS INC NEW	0.093612	-0.03035	0.01715	0.0125699789286659	3556091880.0
2018-06	ENR	ENERGIZER HOLDINGS INC NEW	0.036549	0.0223	0.0192	0.0127201051874994	3757830560.0
2018-09	ENR	ENERGIZER HOLDINGS INC NEW	-0.077685	-0.01579	0.02199	0.006988996324501	3505510500.0
2018-12	ENR	ENERGIZER HOLDINGS INC NEW	0.007138	-0.11841	0.0238099999999999	0.026033007005523	2704259250.0
2019-03	ENR	ENERGIZER HOLDINGS INC NEW	-0.020706	0.0126999999999999	0.024	0.2055433476921166	3139483750.0
2019-06	ENR	ENERGIZER HOLDINGS INC NEW	-0.055718	0.0270999999999999	0.021	0.2113727189561364	2699970000.0
2019-09	ENR	ENERGIZER HOLDINGS INC NEW	0.131948	-0.0051499999999999	0.01825	0.1811007083921722	3002749160.0
2019-12	ENR	ENERGIZER HOLDINGS INC NEW	0.006615	0.0047399999999999	0.01556	0.1691076134533048	3474119160.0
2020-03	ENR	ENERGIZER HOLDINGS INC NEW	-0.296348	-0.05992	0.00132	0.1779228754088755	2100348250.0
2020-06	ENR	ENERGIZER HOLDINGS INC NEW	0.08227	-0.00877	0.00147	0.1186703410916883	3251022930.0
2020-09	ENR	ENERGIZER HOLDINGS INC NEW	-0.154461	-0.01946	0.00096	0.1152603262419857	2681755380.0
2020-12	ENR	ENERGIZER HOLDINGS INC NEW	0.006923	0.0137099999999999	0.00079	0.114014969058496	2890848480.0
2013-12	ENZY	ENZYMOTEC LTD	0.024659	0.0016699999999999	0.00073	0.2024187828176406	582470650.0
2014-03	ENZY	ENZYMOTEC LTD	-0.210753	0.01834	0.00046	0.2598319278090091	475345740.0
2014-06	ENZY	ENZYMOTEC LTD	-0.07372	-0.00576	0.00046	0.4161837776847992	299137080.0
2014-09	ENZY	ENZYMOTEC LTD	-0.237443	0.00257	0.00023	0.8542357267918717	147721520.0
2014-12	ENZY	ENZYMOTEC LTD	-0.062577	-0.01411	0.00041	0.7467655026380606	171770120.0
2015-03	ENZY	ENZYMOTEC LTD	-0.131484	-0.02466	0.0003599999999999	0.8092796744112533	161971200.0
2015-06	ENZY	ENZYMOTEC LTD	-0.18932	-0.0218	0.0002	0.7084226794217221	188359300.0
2015-09	ENZY	ENZYMOTEC LTD	-0.086781	0.00122	8e-05	0.6637034845473839	204149900.00000003
2015-12	ENZY	ENZYMOTEC LTD	-0.021956	0.0233199999999999	0.00178	0.6140819740168272	222636400.00000003
2016-03	ENZY	ENZYMOTEC LTD	0.125935	0.04107	0.00213	0.6766272127704362	205414440.0
2016-06	ENZY	ENZYMOTEC LTD	0.019512	0.0454399999999999	0.00266	0.7354029966775564	190173280.0
2016-09	ENZY	ENZYMOTEC LTD	-0.050204	-0.02034	0.0028399999999999	0.8799505571729745	159376000.0
2016-12	ENZY	ENZYMOTEC LTD	0.031496	0.0239799999999999	0.00502	0.9125699834621744	149687150.0
2017-03	ENZY	ENZYMOTEC LTD	-0.022222	-0.01472	0.00762	0.6804760395411953	201916000.00000003
2017-06	ENZY	ENZYMOTEC LTD	0.0	-0.03551	0.0102099999999999	0.7286398768929458	185854500.0
2017-09	ENZY	ENZYMOTEC LTD	-0.004348	-0.0219699999999999	0.01057	0.5307166082553592	262720250.0
2000-06	EPC	E P C O S AG	-0.193449	-0.0501	0.0586	1.433227922123291	493780500.0
2000-09	EPC	E P C O S AG	-0.210012	-0.01869	0.06209	1.8207991524971705	405426375.0
2000-12	EPC	E P C O S AG	0.06793	-0.02209	0.05869	1.7589769557729784	423598500.0
2001-03	EPC	E P C O S AG	-0.093135	-0.09601	0.04291	2.435827128212293	287746200.0
2001-06	EPC	E P C O S AG	-0.110839	-0.06962	0.03672	13.40337743390298	53404450.0
2001-09	EPC	E P C O S AG	-0.164341	-0.0442	0.0237	45.73517086551496	13291740.000000002
2001-12	EPC	E P C O S AG	0.073741	-0.01236	0.01736	32.96057146886847	20136180.0
2002-03	EPC	E P C O S AG	0.190168	0.0147299999999999	0.01807	47.67130997607991	14214000.0
2002-06	EPC	E P C O S AG	-0.157139	-0.078	0.017	64.25325604694433	11179200.0
2002-09	EPC	E P C O S AG	-0.519732	-0.09051	0.01551	299.27304844079083	2355040.0
2002-12	EPC	E P C O S AG	-0.413295	-0.00989	0.01219	234.1031319202784	3319050.0
2003-03	EPC	E P C O S AG	0.065619	-0.01717	0.01127	191.2169870944266	3655010.0
2003-06	EPC	E P C O S AG	-0.044944	-0.00187	0.00917	180.12992431014956	4194750.0
2003-09	EPC	E P C O S AG	-0.014749	-0.0142799999999999	0.0094799999999999	176.5811442807815	4575800.0
2003-12	EPC	E P C O S AG	-0.019139	0.00733	0.00927	140.8526126427645	5975750.0
2004-03	EPC	E P C O S AG	-0.043993	-0.0152299999999999	0.00943	19.63898788469325	44951400.0
2004-06	EPC	E P C O S AG	0.034142	-0.0105	0.0128	40.59133311695791	19102600.0
2004-09	EPC	E P C O S AG	0.000661	-0.04655	0.01695	42.07267545216201	13837960.0
2004-12	EPC	E P C O S AG	-0.05402	0.0155299999999999	0.02207	89.13319551482608	7575180.0
2005-03	EPC	E P C O S AG	-0.030091	-0.03776	0.02766	108.8896483633326	6320160.0
2005-06	EPC	E P C O S AG	-0.04795	-0.05211	0.03101	117.8258879953459	5637980.0
2005-09	EPC	E P C O S AG	0.065314	-0.0237799999999999	0.0351799999999999	-75.34663442830684	-6013540.0
2005-12	EPC	E P C O S AG	0.053485	-0.04407	0.03997	67.3496808867988	5954000.0
2006-03	EPC	E P C O S AG	-0.053237	-0.04402	0.0459199999999999	99.2606859470142	3987480.0
2006-06	EPC	E P C O S AG	-0.044038	-0.03786	0.04976	53.165486640797255	4275330.0
2006-09	EPC	E P C O S AG	0.100577	-0.05201	0.04851	-45.9213952839765	-4625295.0
2006-12	EPC	E P C O S AG	0.104247	-0.0279	0.0498	64.0891366697818	4964960.0
2007-03	EPC	E P C O S AG	0.082251	-0.03507	0.05017	90.25345622119822	4340000.0
2007-06	EPC	E P C O S AG	-0.094804	-0.0695699999999999	0.0475699999999999	121.7014245348508	4091160.0
2007-09	EPC	E P C O S AG	0.028796	0.0048799999999999	0.03672	147.2449278299444	4440900.0
2015-09	EPC	EDGEWELL PERSONAL CARE CO	-0.073359	0.00122	8e-05	0.3673140505378103	5074948800.0
2015-12	EPC	EDGEWELL PERSONAL CARE CO	-0.02646	0.0233199999999999	0.00178	0.3847549051179947	4669206230.0
2016-03	EPC	EDGEWELL PERSONAL CARE CO	0.053368	0.04107	0.00213	0.3917975886126197	4780019210.0
2016-06	EPC	EDGEWELL PERSONAL CARE CO	0.062697	0.0454399999999999	0.00266	0.3738753709392827	5010493190.0
2016-09	EPC	EDGEWELL PERSONAL CARE CO	-0.006124	-0.02034	0.0028399999999999	0.3901630679396219	4687783520.0
2016-12	EPC	EDGEWELL PERSONAL CARE CO	-0.07771	0.0239799999999999	0.00502	0.4222482458233343	4210793100.0
2017-03	EPC	EDGEWELL PERSONAL CARE CO	-0.00948	-0.01472	0.00762	0.4403963947586701	4199625660.0
2017-06	EPC	EDGEWELL PERSONAL CARE CO	0.039377	-0.03551	0.0102099999999999	0.4384505564652085	4365144420.0
2017-09	EPC	EDGEWELL PERSONAL CARE CO	-0.041744	-0.0219699999999999	0.01057	0.4201139806351552	4145779670.0
2017-12	EPC	EDGEWELL PERSONAL CARE CO	0.024142	0.0057899999999999	0.01391	0.5061381616692713	3271438760.0
2018-03	EPC	EDGEWELL PERSONAL CARE CO	-0.02652	-0.03035	0.01715	0.65670722415425	2636182360.0
2018-06	EPC	EDGEWELL PERSONAL CARE CO	0.154163	0.0223	0.0192	0.6304707115104383	2724789540.0
2018-09	EPC	EDGEWELL PERSONAL CARE CO	-0.181335	-0.01579	0.02199	0.6983234633001121	2498269200.0
2018-12	EPC	EDGEWELL PERSONAL CARE CO	-0.106459	-0.11841	0.0238099999999999	0.8604986187025638	2021269950.0
2019-03	EPC	EDGEWELL PERSONAL CARE CO	-0.010595	0.0126999999999999	0.024	0.7502823863174831	2375239020.0
2019-06	EPC	EDGEWELL PERSONAL CARE CO	-0.055711	0.0270999999999999	0.021	0.9285178048687442	1458776550.0
2019-09	EPC	EDGEWELL PERSONAL CARE CO	0.167026	-0.0051499999999999	0.01825	0.7407550993231544	1759690890.0
2019-12	EPC	EDGEWELL PERSONAL CARE CO	-0.006419	0.0047399999999999	0.01556	0.8019020562384304	1681128000.0
2020-03	EPC	EDGEWELL PERSONAL CARE CO	-0.206851	-0.05992	0.00132	1.0303481700410817	1307616240.0
2020-06	EPC	EDGEWELL PERSONAL CARE CO	0.024326	-0.00877	0.00147	0.8080542061802337	1693203240.0
2020-09	EPC	EDGEWELL PERSONAL CARE CO	-0.02891	-0.01946	0.00096	0.9455480714422312	1515417400.0
2020-12	EPC	EDGEWELL PERSONAL CARE CO	-0.000575	0.0137099999999999	0.00079	0.7770988151788846	1885474500.0
2014-03	ESI	I T T EDUCATIONAL SERVICES INC	-0.075733	0.01834	0.00046	1.9455843149050296	670251600.0
2014-06	ESI	I T T EDUCATIONAL SERVICES INC	-0.030778	-0.00576	0.00046	4.169261878043395	390045300.00000006
2014-09	ESI	I T T EDUCATIONAL SERVICES INC	-0.491103	0.00257	0.00023	15.755281660288077	100257300.0
2014-12	ESI	I T T EDUCATIONAL SERVICES INC	0.156438	-0.01411	0.00041	11.328008645605786	225335280.0
2015-03	ESI	I T T EDUCATIONAL SERVICES INC	-0.082432	-0.02466	0.0003599999999999	17.414525244089763	159211920.0
2015-06	ESI	I T T EDUCATIONAL SERVICES INC	-0.091533	-0.0218	0.0002	36.26315185590119	93604660.0
2015-09	ESI	I T T EDUCATIONAL SERVICES INC	-0.099738	0.00122	8e-05	36.03448092516941	80872540.0
2015-12	ESI	I T T EDUCATIONAL SERVICES INC	0.081159	0.0233199999999999	0.00178	33.05851760769217	88304020.0
2016-03	ESI	I T T EDUCATIONAL SERVICES INC	0.05102	0.04107	0.00213	42.32245279939241	73152660.0
2016-06	ESI	I T T EDUCATIONAL SERVICES INC	-0.115207	0.0454399999999999	0.00266	70.62973824493298	45502080.0
2019-03	ESI	ELEMENT SOLUTIONS INC	-0.10302	0.0126999999999999	0.024	0.8846698391134221	2549199600.0
2019-06	ESI	ELEMENT SOLUTIONS INC	0.093023	0.0270999999999999	0.021	0.8378179549554643	2663108360.0
2019-09	ESI	ELEMENT SOLUTIONS INC	0.091104	-0.0051499999999999	0.01825	0.8115660077960093	2612849700.0
2019-12	ESI	ELEMENT SOLUTIONS INC	-0.000855	0.0047399999999999	0.01556	0.7567077592656106	2932836320.0
2020-03	ESI	ELEMENT SOLUTIONS INC	-0.19538	-0.05992	0.00132	1.0146859082274735	2110406760.0
2020-06	ESI	ELEMENT SOLUTIONS INC	-0.003673	-0.00877	0.00147	0.7984897794623546	2698970050.0
2020-09	ESI	ELEMENT SOLUTIONS INC	-0.022326	-0.01946	0.00096	0.8573635590466302	2616159710.0
2020-12	ESI	ELEMENT SOLUTIONS INC	0.283852	0.0137099999999999	0.00079	0.5288738895042885	4383086490.0
2000-03	ETH	ETHAN ALLEN INTERIORS INC	0.072386	-0.0727	0.0586	0.3636619856143269	1021850000.0
2000-06	ETH	ETHAN ALLEN INTERIORS INC	0.032258	-0.0501	0.0586	0.4114189570743466	949176000.0
2000-09	ETH	ETHAN ALLEN INTERIORS INC	0.051044	-0.01869	0.06209	0.3658333806382191	1119731062.5
2000-12	ETH	ETHAN ALLEN INTERIORS INC	0.232184	-0.02209	0.05869	0.3270675993714435	1319531500.0
2001-03	ETH	ETHAN ALLEN INTERIORS INC	-0.0053	-0.09601	0.04291	0.3384012863713113	1331472480.0
2001-06	ETH	ETHAN ALLEN INTERIORS INC	-0.114683	-0.06962	0.03672	0.3629975730287937	1280402500.0
2001-09	ETH	ETHAN ALLEN INTERIORS INC	-0.220963	-0.0442	0.0237	0.423946514836227	1083665000.0
2001-12	ETH	ETHAN ALLEN INTERIORS INC	0.127711	-0.01236	0.01736	0.2987964884091149	1608285300.0000002
2002-03	ETH	ETHAN ALLEN INTERIORS INC	-0.060942	0.0147299999999999	0.01807	0.3407518304359233	1473987680.0
2002-06	ETH	ETHAN ALLEN INTERIORS INC	-0.0841	-0.078	0.017	0.3786531051815333	1350019300.0
2002-09	ETH	ETHAN ALLEN INTERIORS INC	-0.047675	-0.09051	0.01551	0.4146804221937644	1222172480.0
2002-12	ETH	ETHAN ALLEN INTERIORS INC	-0.079786	-0.00989	0.01219	0.4068365259908375	1297811200.0
2003-03	ETH	ETHAN ALLEN INTERIORS INC	0.012384	-0.01717	0.01127	0.466003607016575	1111688820.0
2003-06	ETH	ETHAN ALLEN INTERIORS INC	-0.013191	-0.00187	0.00917	0.4120858529475682	1304822759.9999998
2003-09	ETH	ETHAN ALLEN INTERIORS INC	-0.070008	-0.0142799999999999	0.0094799999999999	0.4131850300812207	1341036000.0
2003-12	ETH	ETHAN ALLEN INTERIORS INC	0.028993	0.00733	0.00927	0.3692163209813127	1560071880.0
2004-03	ETH	ETHAN ALLEN INTERIORS INC	-0.05084	-0.0152299999999999	0.00943	0.3866661295066952	1538461620.0
2004-06	ETH	ETHAN ALLEN INTERIORS INC	-0.078522	-0.0105	0.0128	0.3407272353511342	1338724799.9999998
2004-09	ETH	ETHAN ALLEN INTERIORS INC	-0.0277	-0.04655	0.01695	0.3575702983319715	1254475000.0
2004-12	ETH	ETHAN ALLEN INTERIORS INC	0.014449	0.0155299999999999	0.02207	0.3135190605181509	1438438860.0
2005-03	ETH	ETHAN ALLEN INTERIORS INC	-0.089357	-0.03776	0.02766	0.3900848711086069	1135840000.0
2005-06	ETH	ETHAN ALLEN INTERIORS INC	0.074038	-0.05211	0.03101	0.3649047002265535	1189537980.0
2005-09	ETH	ETHAN ALLEN INTERIORS INC	-0.027002	-0.0237799999999999	0.0351799999999999	0.3678029168568294	1112862300.0
2005-12	ETH	ETHAN ALLEN INTERIORS INC	-0.020643	-0.04407	0.03997	0.3427295077830741	1219261810.0
2006-03	ETH	ETHAN ALLEN INTERIORS INC	0.032179	-0.04402	0.0459199999999999	0.3130139955181456	1386113740.0
2006-06	ETH	ETHAN ALLEN INTERIORS INC	-0.039674	-0.03786	0.04976	0.3456442136315102	1207721650.0
2006-09	ETH	ETHAN ALLEN INTERIORS INC	0.026963	-0.05201	0.04851	0.3527027390684809	1145270380.0
2006-12	ETH	ETHAN ALLEN INTERIORS INC	0.017757	-0.0279	0.0498	0.3668575775068156	1145986960.0
2007-03	ETH	ETHAN ALLEN INTERIORS INC	-0.040456	-0.03507	0.05017	0.3666496853499133	1121585580.0
2007-06	ETH	ETHAN ALLEN INTERIORS INC	-0.056734	-0.0695699999999999	0.0475699999999999	0.3822908126626447	1071545500.0
2007-09	ETH	ETHAN ALLEN INTERIORS INC	-0.027083	0.0048799999999999	0.03672	0.3912027906989455	980634620.0
2007-12	ETH	ETHAN ALLEN INTERIORS INC	-0.002101	-0.04378	0.03128	0.4424060689212955	848388000.0
2008-03	ETH	ETHAN ALLEN INTERIORS INC	0.043686	0.01706	0.01264	0.4480354309548618	825095460.0
2008-06	ETH	ETHAN ALLEN INTERIORS INC	-0.122682	-0.0847999999999999	0.0172	0.5325010528917252	705675600.0
2008-09	ETH	ETHAN ALLEN INTERIORS INC	0.032425	-0.0252	0.0091	0.4674126841570471	804426180.0
2008-12	ETH	ETHAN ALLEN INTERIORS INC	0.04055	-0.00897	0.00127	0.9049509423538328	412548330.0
2009-03	ETH	ETHAN ALLEN INTERIORS INC	0.180294	0.03342	0.00208	1.0006608035452609	323938940.0
2009-06	ETH	ETHAN ALLEN INTERIORS INC	-0.154976	-0.00013	0.00193	1.0198676212007702	299963440.0
2009-09	ETH	ETHAN ALLEN INTERIORS INC	0.061776	0.03133	0.00127	0.6115391910598883	477130500.0
2009-12	ETH	ETHAN ALLEN INTERIORS INC	0.1559	-0.00721	0.00061	0.7418297303650352	388066140.0
2010-03	ETH	ETHAN ALLEN INTERIORS INC	0.292606	0.0341299999999999	0.00157	0.4836916783792802	596557710.0
2010-06	ETH	ETHAN ALLEN INTERIORS INC	-0.307426	-0.0297699999999999	0.0017699999999999	0.6345590867734798	407304860.0
2010-09	ETH	ETHAN ALLEN INTERIORS INC	0.294292	0.05218	0.00162	0.5150633737906419	501817860.0
2010-12	ETH	ETHAN ALLEN INTERIORS INC	0.213463	0.03703	0.00127	0.4733388118151582	574867290.0
2011-03	ETH	ETHAN ALLEN INTERIORS INC	-0.006803	0.01026	0.00094	0.4386696065379074	629143200.0
2011-06	ETH	ETHAN ALLEN INTERIORS INC	-0.085088	-0.0287	0.0002	0.4597912670035949	612641040.0
2011-09	ETH	ETHAN ALLEN INTERIORS INC	-0.208261	-0.03725	0.00025	0.7263845705728867	391192230.0
2011-12	ETH	ETHAN ALLEN INTERIORS INC	0.16798	0.024	0.0002	0.4246197524955478	683986080.0
2012-03	ETH	ETHAN ALLEN INTERIORS INC	0.002772	0.02949	0.0007099999999999	0.4349004697724462	730557960.0
2012-06	ETH	ETHAN ALLEN INTERIORS INC	-0.114616	0.03254	0.00086	0.5595372877586537	575239590.0
2012-09	ETH	ETHAN ALLEN INTERIORS INC	-0.007246	0.01016	0.00094	0.5215712605954596	632063200.0
2012-12	ETH	ETHAN ALLEN INTERIORS INC	-0.096518	-0.0258599999999999	0.00046	0.4392213863878123	741450690.0
2013-03	ETH	ETHAN ALLEN INTERIORS INC	0.178239	0.0442899999999999	0.0007099999999999	0.3464717293805585	950005360.0
2013-06	ETH	ETHAN ALLEN INTERIORS INC	-0.081925	-0.0064499999999999	0.00035	0.4016612944767352	832435200.0
2013-09	ETH	ETHAN ALLEN INTERIORS INC	0.069045	0.0094499999999999	0.00015	0.4231498295255049	805721700.0
2013-12	ETH	ETHAN ALLEN INTERIORS INC	-0.015534	0.0016699999999999	0.00073	0.3978652431012797	879594300.0
2014-03	ETH	ETHAN ALLEN INTERIORS INC	0.012734	0.01834	0.00046	0.4794724083313415	735963100.0
2014-06	ETH	ETHAN ALLEN INTERIORS INC	0.055461	-0.00576	0.00046	0.513487962006695	715629240.0
2014-09	ETH	ETHAN ALLEN INTERIORS INC	-0.096314	0.00257	0.00023	0.5689078800295237	659535600.0
2014-12	ETH	ETHAN ALLEN INTERIORS INC	0.04593	-0.01411	0.00041	0.4252707920449859	895869190.0
2015-03	ETH	ETHAN ALLEN INTERIORS INC	0.03019	-0.02466	0.0003599999999999	0.470325348203292	799708120.0
2015-06	ETH	ETHAN ALLEN INTERIORS INC	0.049402	-0.0218	0.0002	0.4859369236601334	762516660.0
2015-09	ETH	ETHAN ALLEN INTERIORS INC	-0.112269	0.00122	8e-05	0.5059136154011242	750228870.0
2015-12	ETH	ETHAN ALLEN INTERIORS INC	-0.019041	0.0233199999999999	0.00178	0.4812137249427675	790505300.0
2016-03	ETH	ETHAN ALLEN INTERIORS INC	0.115317	0.04107	0.00213	0.4296356313479764	884882380.0
2016-06	ETH	ETHAN ALLEN INTERIORS INC	-0.021617	0.0454399999999999	0.00266	0.4278744397186245	916628720.0
2016-09	ETH	ETHAN ALLEN INTERIORS INC	-0.065451	-0.02034	0.0028399999999999	0.4559854227338742	867992660.0
2016-12	ETH	ETHAN ALLEN INTERIORS INC	0.068116	0.0239799999999999	0.00502	0.3940214891102204	1018939350.0
2017-03	ETH	ETHAN ALLEN INTERIORS INC	0.066087	-0.01472	0.00762	0.472616600594911	848698500.0
2017-06	ETH	ETHAN ALLEN INTERIORS INC	0.198516	-0.03551	0.0102099999999999	0.4481383906294434	894580799.9999999
2017-09	ETH	ETHAN ALLEN INTERIORS INC	0.107692	-0.0219699999999999	0.01057	0.4523555386430504	889282800.0
2017-12	ETH	ETHAN ALLEN INTERIORS INC	-0.027211	0.0057899999999999	0.01391	0.5125481340398889	785670600.0
2018-03	ETH	ETHAN ALLEN INTERIORS INC	-0.033684	-0.03035	0.01715	0.6365610898764967	630574200.0
2018-06	ETH	ETHAN ALLEN INTERIORS INC	0.044776	0.0223	0.0192	0.5762472697795558	666155000.0
2018-09	ETH	ETHAN ALLEN INTERIORS INC	-0.067416	-0.01579	0.02199	0.7084531726362647	550476750.0
2018-12	ETH	ETHAN ALLEN INTERIORS INC	-0.153513	-0.11841	0.0238099999999999	0.7909832467495201	467348710.0
2019-03	ETH	ETHAN ALLEN INTERIORS INC	-0.047311	0.0126999999999999	0.024	0.7336618448011447	508475400.0
2019-06	ETH	ETHAN ALLEN INTERIORS INC	-0.00754	0.0270999999999999	0.021	0.6501346612959354	559774800.0
2019-09	ETH	ETHAN ALLEN INTERIORS INC	0.110465	-0.0051499999999999	0.01825	0.7296070571040406	507811700.00000006
2019-12	ETH	ETHAN ALLEN INTERIORS INC	0.065996	0.0047399999999999	0.01556	0.7159328722238253	506786340.0
2020-03	ETH	ETHAN ALLEN INTERIORS INC	-0.225758	-0.05992	0.00132	1.280200734823131	264994380.00000003
2020-06	ETH	ETHAN ALLEN INTERIORS INC	0.046903	-0.00877	0.00147	1.1069145415101218	296376990.0
2020-09	ETH	ETHAN ALLEN INTERIORS INC	-0.049157	-0.01946	0.00096	0.9814672952425054	339217620.0
2020-12	ETH	ETHAN ALLEN INTERIORS INC	0.106185	0.0137099999999999	0.00079	0.6864497241108624	506321130.0
2008-03	ETP	ENERGY TRANSFER PARTNERS L P	-0.046953	0.01706	0.01264	0.5311139162002136	6522589400.0
2008-06	ETP	ENERGY TRANSFER PARTNERS L P	-0.100931	-0.0847999999999999	0.0172	0.5554602006505588	6208385400.0
2008-09	ETP	ENERGY TRANSFER PARTNERS L P	-0.17236	-0.0252	0.0091	0.6815100502800597	5590683510.0
2008-12	ETP	ENERGY TRANSFER PARTNERS L P	0.026562	-0.00897	0.00127	0.723960313223363	5170268220.0
2009-03	ETP	ENERGY TRANSFER PARTNERS L P	0.018779	0.03342	0.00208	0.6893532087610896	5865583780.0
2009-06	ETP	ENERGY TRANSFER PARTNERS L P	-0.043016	-0.00013	0.00193	0.6325848970775589	6834145140.0
2009-09	ETP	ENERGY TRANSFER PARTNERS L P	0.049581	0.03133	0.00127	0.5775725833760713	7183886699.999999
2009-12	ETP	ENERGY TRANSFER PARTNERS L P	0.038808	-0.00721	0.00061	0.58190587126126	7904556780.0
2010-03	ETP	ENERGY TRANSFER PARTNERS L P	0.012532	0.0341299999999999	0.00157	0.5769289763470551	8867880120.0
2010-06	ETP	ENERGY TRANSFER PARTNERS L P	0.052154	-0.0297699999999999	0.0017699999999999	0.4886020634840496	8873536000.0
2010-09	ETP	ENERGY TRANSFER PARTNERS L P	0.056686	0.05218	0.00162	0.5155972689983358	9179910920.0
2010-12	ETP	ENERGY TRANSFER PARTNERS L P	0.022696	0.03703	0.00127	0.4777494804965639	9928712000.0
2011-03	ETP	ENERGY TRANSFER PARTNERS L P	-0.055991	0.01026	0.00094	0.4460652420972703	10694547680.0
2011-06	ETP	ENERGY TRANSFER PARTNERS L P	0.028626	-0.0287	0.0002	0.5831495841593302	10187977770.0
2011-09	ETP	ENERGY TRANSFER PARTNERS L P	-0.08988	-0.03725	0.00025	0.6721380058680072	8581383510.0
2011-12	ETP	ENERGY TRANSFER PARTNERS L P	0.047761	0.024	0.0002	0.6215360669887758	10217305700.0
2012-03	ETP	ENERGY TRANSFER PARTNERS L P	-0.010338	0.02949	0.0007099999999999	0.7015254116778381	10616483560.0
2012-06	ETP	ENERGY TRANSFER PARTNERS L P	0.018437	0.03254	0.00086	0.6817462969554754	10754034210.0
2012-09	ETP	ENERGY TRANSFER PARTNERS L P	-0.003511	0.01016	0.00094	0.745144474899376	10453446630.0
