datadate	tic	conm	prccd	cshoc	mkvaltq
2020-12-31	CARR	CARRIER GLOBAL CORP	37.72	866687000.0	32691433640.0
2000-03-31	CASY	CASEYS GENERAL STORES INC	10.875	52740000.0	573547500.0
2000-06-30	CASY	CASEYS GENERAL STORES INC	10.375	49451000.0	513054125.0
2000-09-29	CASY	CASEYS GENERAL STORES INC	13.0	49467000.0	643071000.0
2000-12-29	CASY	CASEYS GENERAL STORES INC	14.9375	49479000.0	739092562.5
2001-03-30	CASY	CASEYS GENERAL STORES INC	11.9375	49493000.0	590822687.5
2001-06-29	CASY	CASEYS GENERAL STORES INC	13.0	49495000.0	643435000.0
2001-09-28	CASY	CASEYS GENERAL STORES INC	11.89	49515000.0	588733350.0
2001-12-31	CASY	CASEYS GENERAL STORES INC	14.9	49543000.0	738190700.0
2002-03-28	CASY	CASEYS GENERAL STORES INC	13.5	49615000.0	669802500.0
2002-06-28	CASY	CASEYS GENERAL STORES INC	12.04	49624000.0	597472960.0
2002-09-30	CASY	CASEYS GENERAL STORES INC	11.55	49639000.0	573330450.0
2002-12-31	CASY	CASEYS GENERAL STORES INC	12.21	49650000.0	606226500.0
2003-03-31	CASY	CASEYS GENERAL STORES INC	11.9	49650000.0	590835000.0
2003-06-30	CASY	CASEYS GENERAL STORES INC	14.12	49669000.0	701326280.0
2003-09-30	CASY	CASEYS GENERAL STORES INC	14.02	49826000.0	698560520.0
2003-12-31	CASY	CASEYS GENERAL STORES INC	17.66	49865000.0	880615900.0
2004-03-31	CASY	CASEYS GENERAL STORES INC	15.9	49992000.0	794872800.0
2004-06-30	CASY	CASEYS GENERAL STORES INC	18.3	50016000.0	915292800.0
2004-09-30	CASY	CASEYS GENERAL STORES INC	18.59	50059000.0	930596810.0
2004-12-31	CASY	CASEYS GENERAL STORES INC	18.15	50132000.0	909895799.9999999
2005-03-31	CASY	CASEYS GENERAL STORES INC	17.97	50174000.0	901626780.0
2005-06-30	CASY	CASEYS GENERAL STORES INC	19.82	50174000.0	994448680.0
2005-09-30	CASY	CASEYS GENERAL STORES INC	23.2	50272000.0	1166310400.0
2005-12-30	CASY	CASEYS GENERAL STORES INC	24.8	50326000.0	1248084800.0
2006-03-31	CASY	CASEYS GENERAL STORES INC	22.87	50361000.0	1151756070.0
2006-06-30	CASY	CASEYS GENERAL STORES INC	25.01	50369000.0	1259728690.0
2006-09-29	CASY	CASEYS GENERAL STORES INC	22.27	50411000.0	1122652970.0
2006-12-29	CASY	CASEYS GENERAL STORES INC	23.55	50458000.0	1188285900.0
2007-03-30	CASY	CASEYS GENERAL STORES INC	25.01	50524000.0	1263605240.0
2007-06-29	CASY	CASEYS GENERAL STORES INC	27.26	50614000.0	1379737640.0
2007-09-28	CASY	CASEYS GENERAL STORES INC	27.7	50654000.0	1403115800.0
2007-12-31	CASY	CASEYS GENERAL STORES INC	29.61	50681000.0	1500664410.0
2008-03-31	CASY	CASEYS GENERAL STORES INC	22.6	50710000.0	1146046000.0
2008-06-30	CASY	CASEYS GENERAL STORES INC	23.17	50770000.0	1176340900.0
2008-09-30	CASY	CASEYS GENERAL STORES INC	30.17	50776000.0	1531911920.0
2008-12-31	CASY	CASEYS GENERAL STORES INC	22.77	50825000.0	1157285250.0
2009-03-31	CASY	CASEYS GENERAL STORES INC	26.66	50826000.0	1355021160.0
2009-06-30	CASY	CASEYS GENERAL STORES INC	25.69	50859000.0	1306567710.0
2009-09-30	CASY	CASEYS GENERAL STORES INC	31.38	50878000.0	1596551640.0
2009-12-31	CASY	CASEYS GENERAL STORES INC	31.91	50914000.0	1624665740.0
2010-03-31	CASY	CASEYS GENERAL STORES INC	31.4	50916000.0	1598762400.0
2010-06-30	CASY	CASEYS GENERAL STORES INC	34.9	50939000.0	1777771100.0
2010-09-30	CASY	CASEYS GENERAL STORES INC	41.75	37848000.0	1580154000.0
2010-12-31	CASY	CASEYS GENERAL STORES INC	42.51	37931000.0	1612446810.0
2011-03-31	CASY	CASEYS GENERAL STORES INC	39.0	37951000.0	1480089000.0
2011-06-30	CASY	CASEYS GENERAL STORES INC	44.0	38034000.0	1673496000.0
2011-09-30	CASY	CASEYS GENERAL STORES INC	43.65	38052000.0	1660969800.0
2011-12-30	CASY	CASEYS GENERAL STORES INC	51.51	38062000.0	1960573620.0
2012-03-30	CASY	CASEYS GENERAL STORES INC	55.46	38080000.0	2111916800.0
2012-06-29	CASY	CASEYS GENERAL STORES INC	58.99	38156000.0	2250822440.0
2012-09-28	CASY	CASEYS GENERAL STORES INC	57.14	38304000.0	2188690560.0
2012-12-31	CASY	CASEYS GENERAL STORES INC	53.1	38308000.0	2034154800.0
2013-03-28	CASY	CASEYS GENERAL STORES INC	58.3	38330000.0	2234639000.0
2013-06-28	CASY	CASEYS GENERAL STORES INC	60.16	38387000.0	2309361920.0
2013-09-30	CASY	CASEYS GENERAL STORES INC	73.39	38408000.0	2818763120.0
2013-12-31	CASY	CASEYS GENERAL STORES INC	70.25	38480000.0	2703220000.0
2014-03-31	CASY	CASEYS GENERAL STORES INC	67.59	38488000.0	2601403920.0
2014-06-30	CASY	CASEYS GENERAL STORES INC	70.29	37882000.0	2662725780.0
2014-09-30	CASY	CASEYS GENERAL STORES INC	71.7	38650000.0	2771205000.0
2014-12-31	CASY	CASEYS GENERAL STORES INC	90.32	38729000.0	3498003279.9999995
2015-03-31	CASY	CASEYS GENERAL STORES INC	90.1	38851000.0	3500475100.0
2015-06-30	CASY	CASEYS GENERAL STORES INC	95.74	38924000.0	3726583760.0
2015-09-30	CASY	CASEYS GENERAL STORES INC	102.92	38988000.0	4012644960.0
2015-12-31	CASY	CASEYS GENERAL STORES INC	120.45	39007000.0	4698393150.0
2016-03-31	CASY	CASEYS GENERAL STORES INC	113.32	39051000.0	4425259320.0
2016-06-30	CASY	CASEYS GENERAL STORES INC	131.50999	39135000.0	5146643458.65
2016-09-30	CASY	CASEYS GENERAL STORES INC	120.15	39180000.0	4707477000.0
2016-12-30	CASY	CASEYS GENERAL STORES INC	118.88	39180000.0	4657718400.0
2017-03-31	CASY	CASEYS GENERAL STORES INC	112.25	39191000.0	4399189750.0
2017-06-30	CASY	CASEYS GENERAL STORES INC	107.11	38547000.0	4128769170.0
2017-09-29	CASY	CASEYS GENERAL STORES INC	109.45	37897000.0	4147826650.0
2017-12-29	CASY	CASEYS GENERAL STORES INC	111.94	37547000.0	4203011180.0
2018-03-29	CASY	CASEYS GENERAL STORES INC	109.77	37536000.0	4120326720.0
2018-06-29	CASY	CASEYS GENERAL STORES INC	105.08	36594000.0	3845297520.0
2018-09-28	CASY	CASEYS GENERAL STORES INC	129.11	36595000.0	4724780450.000001
2018-12-31	CASY	CASEYS GENERAL STORES INC	128.14	36606000.0	4690692839.999999
2019-03-29	CASY	CASEYS GENERAL STORES INC	128.77	36631000.0	4716973870.0
2019-06-28	CASY	CASEYS GENERAL STORES INC	155.99001	36764000.0	5734816727.64
2019-09-30	CASY	CASEYS GENERAL STORES INC	161.16	36783000.0	5927948280.0
2019-12-31	CASY	CASEYS GENERAL STORES INC	158.99001	36792000.0	5849560447.92
2020-03-31	CASY	CASEYS GENERAL STORES INC	132.49001	36794000.0	4874837427.940001
2020-06-30	CASY	CASEYS GENERAL STORES INC	149.52	36849000.0	5509662480.0
2020-09-30	CASY	CASEYS GENERAL STORES INC	177.64999	36921000.0	6559015280.79
2020-12-31	CASY	CASEYS GENERAL STORES INC	178.62	36921000.0	6594829020.0
2008-06-30	CBY	CADBURY PLC	50.32	56000000.0	2817920000.0
2008-09-30	CBY	CADBURY PLC	40.94	56484000.0	2312454960.0
2008-12-31	CBY	CADBURY PLC	35.67	57653000.0	2056482510.0
2009-03-31	CBY	CADBURY PLC	30.3	61851000.0	1874085300.0
2009-06-30	CBY	CADBURY PLC	34.4	61851000.0	2127674400.0
2009-09-30	CBY	CADBURY PLC	51.21	61851000.0	3167389710.0
2009-12-31	CBY	CADBURY PLC	51.39	61851000.0	3178522890.0
2010-03-31	CBY	CADBURY PLC		61851000.0	3103683180.0
2000-03-31	CCE	COCA COLA ENTERPRISES INC	21.5625	419192000.0	9038827500.0
2000-06-30	CCE	COCA COLA ENTERPRISES INC	16.3125	420547000.0	6860172937.5
2000-09-29	CCE	COCA COLA ENTERPRISES INC	15.9375	418311000.0	6666831562.5
2000-12-29	CCE	COCA COLA ENTERPRISES INC	19.0	418311000.0	7947909000.0
2001-03-30	CCE	COCA COLA ENTERPRISES INC	17.78	418172000.0	7435098160.0
2001-06-29	CCE	COCA COLA ENTERPRISES INC	16.35	420245000.0	6871005750.000001
2001-09-28	CCE	COCA COLA ENTERPRISES INC	15.34	444979000.0	6825977860.0
2001-12-31	CCE	COCA COLA ENTERPRISES INC	18.94	444740000.0	8423375600.000001
2002-03-28	CCE	COCA COLA ENTERPRISES INC	18.78	446531000.0	8385852180.000001
2002-06-28	CCE	COCA COLA ENTERPRISES INC	22.08	446699000.0	9863113920.0
2002-09-30	CCE	COCA COLA ENTERPRISES INC	21.24	448348000.0	9522911520.0
2002-12-31	CCE	COCA COLA ENTERPRISES INC	21.72	449378000.0	9760490160.0
2003-03-31	CCE	COCA COLA ENTERPRISES INC	18.69	450353000.0	8417097570.000001
2003-06-30	CCE	COCA COLA ENTERPRISES INC	18.15	452120000.0	8205977999.999999
2003-09-30	CCE	COCA COLA ENTERPRISES INC	19.06	452457000.0	8623830420.0
2003-12-31	CCE	COCA COLA ENTERPRISES INC	21.87	454902000.0	9948706740.0
2004-03-31	CCE	COCA COLA ENTERPRISES INC	24.17	459156000.0	11097800520.0
2004-06-30	CCE	COCA COLA ENTERPRISES INC	28.99	470067000.0	13627242330.0
2004-09-30	CCE	COCA COLA ENTERPRISES INC	18.9	469005000.0	8864194500.0
2004-12-31	CCE	COCA COLA ENTERPRISES INC	20.85	469226000.0	9783362100.0
2005-03-31	CCE	COCA COLA ENTERPRISES INC	20.52	470281000.0	9650166120.0
2005-06-30	CCE	COCA COLA ENTERPRISES INC	22.01	470447000.0	10354538470.0
2005-09-30	CCE	COCA COLA ENTERPRISES INC	19.5	470953000.0	9183583500.0
2005-12-30	CCE	COCA COLA ENTERPRISES INC	19.17	473514000.0	9077263380.0
2006-03-31	CCE	COCA COLA ENTERPRISES INC	20.34	474137000.0	9643946580.0
2006-06-30	CCE	COCA COLA ENTERPRISES INC	20.37	474222000.0	9659902140.0
2006-09-29	CCE	COCA COLA ENTERPRISES INC	20.83	475108000.0	9896499640.0
2006-12-29	CCE	COCA COLA ENTERPRISES INC	20.42	477849000.0	9757676580.0
2007-03-30	CCE	COCA COLA ENTERPRISES INC	20.25	480672000.0	9733608000.0
2007-06-29	CCE	COCA COLA ENTERPRISES INC	24.0	480941000.0	11542584000.0
2007-09-28	CCE	COCA COLA ENTERPRISES INC	24.22	483143000.0	11701723460.0
2007-12-31	CCE	COCA COLA ENTERPRISES INC	26.03	485064000.0	12626215920.0
2008-03-31	CCE	COCA COLA ENTERPRISES INC	24.2	487394000.0	11794934800.0
2008-06-30	CCE	COCA COLA ENTERPRISES INC	17.3	487582000.0	8435168600.0
2008-09-30	CCE	COCA COLA ENTERPRISES INC	16.77	487830000.0	8180909100.0
2008-12-31	CCE	COCA COLA ENTERPRISES INC	12.03	487933000.0	5869833990.0
2009-03-31	CCE	COCA COLA ENTERPRISES INC	13.19	487860000.0	6434873400.0
2009-06-30	CCE	COCA COLA ENTERPRISES INC	16.65	487866000.0	8122968899.999999
2009-09-30	CCE	COCA COLA ENTERPRISES INC	21.41	487949000.0	10446988090.0
2009-12-31	CCE	COCA COLA ENTERPRISES INC	21.2	488930000.0	10365316000.0
2010-03-31	CCE	COCA COLA ENTERPRISES INC	27.66	493866000.0	13660333560.0
2010-06-30	CCE	COCA COLA ENTERPRISES INC	25.86	500427000.0	12941042220.0
2010-09-30	CCE	COCA COLA ENTERPRISES INC	31.0	499332000.0	15479292000.0
2010-12-31	CCE	COCA COLA ENTERPRISES INC NEW	25.03	338787000.0	8479838610.0
2011-03-31	CCE	COCA COLA ENTERPRISES INC NEW	27.3	327905000.0	8951806500.0
2011-06-30	CCE	COCA COLA ENTERPRISES INC NEW	29.18	325023000.0	9484171140.0
2011-09-30	CCE	COCA COLA ENTERPRISES INC NEW	24.88	318967000.0	7935898960.0
2011-12-30	CCE	COCA COLA ENTERPRISES INC NEW	25.78	312016000.0	8043772480.0
2012-03-30	CCE	COCA COLA ENTERPRISES INC NEW	28.6	300325000.0	8589295000.0
2012-06-29	CCE	COCA COLA ENTERPRISES INC NEW	28.04	300035000.0	8412981400.0
2012-09-28	CCE	COCA COLA ENTERPRISES INC NEW	31.27	294502000.0	9209077540.0
2012-12-31	CCE	COCA COLA ENTERPRISES INC NEW	31.73	287049000.0	9108064770.0
2013-03-28	CCE	COCA COLA ENTERPRISES INC NEW	36.92	276563000.0	10210705960.0
2013-06-28	CCE	COCA COLA ENTERPRISES INC NEW	35.16	274043000.0	9635351880.0
2013-09-30	CCE	COCA COLA ENTERPRISES INC NEW	40.21	267340000.0	10749741400.0
2013-12-31	CCE	COCA COLA ENTERPRISES INC NEW	44.13	259643000.0	11458045590.0
2014-03-31	CCE	COCA COLA ENTERPRISES INC NEW	47.76	253452000.0	12104867520.0
2014-06-30	CCE	COCA COLA ENTERPRISES INC NEW	47.78	251428000.0	12013229840.0
2014-09-30	CCE	COCA COLA ENTERPRISES INC NEW	44.36	245537000.0	10892021320.0
2014-12-31	CCE	COCA COLA ENTERPRISES INC NEW	44.22	241734000.0	10689477480.0
2015-03-31	CCE	COCA COLA ENTERPRISES INC NEW	44.2	232970000.0	10297274000.0
2015-06-30	CCE	COCA COLA ENTERPRISES INC NEW	43.44	232985000.0	10120868400.0
2015-09-30	CCE	COCA COLA ENTERPRISES INC NEW	48.35	226894000.0	10970324900.0
2015-12-31	CCE	COCA COLA ENTERPRISES INC NEW	49.24	226952000.0	11175116480.0
2016-03-31	CCE	COCA COLA ENTERPRISES INC NEW	50.74	227566000.0	11546698840.0
2016-06-30	CCE	COCA COLA EUROPEAN PARTNERS PLC	35.69	482324000.0	17214143560.0
2016-09-30	CCE	COCA COLA EUROPEAN PARTNERS PLC	39.9	482552000.0	19253824800.0
2016-12-30	CCE	COCA COLA EUROPEAN PARTNERS PLC	31.4	483070000.0	15168398000.0
2017-03-31	CCE	COCA COLA EUROPEAN PARTNERS PLC	37.69	483070000.0	18206908300.0
2017-06-30	CCE	COCA COLA EUROPEAN PARTNERS PLC	40.67	483212000.0	19652232040.0
2017-09-29	CCE	COCA COLA EUROPEAN PARTNERS PLC	41.62	484382000.0	20159978840.0
2017-12-29	CCE	COCA COLA EUROPEAN PARTNERS PLC	39.85	484382000.0	19302622700.0
2018-03-29	CCE	COCA COLA EUROPEAN PARTNERS PLC	41.66	484586000.0	20187852760.0
2018-06-29	CCE	COCA COLA EUROPEAN PARTNERS PLC	40.64	485078000.0	19713569920.0
2018-09-28	CCE	COCA COLA EUROPEAN PARTNERS PLC	45.47	486108000.0	22103330760.0
2018-12-31	CCEP	COCA COLA EUROPEAN PARTNERS PLC	45.85	486108000.0	22288051800.0
2019-03-29	CCEP	COCA COLA EUROPEAN PARTNERS PLC	51.74	474920000.0	24572360800.0
2019-06-28	CCEP	COCA COLA EUROPEAN PARTNERS PLC	56.5	474920000.0	26832980000.0
2019-09-30	CCEP	COCA COLA EUROPEAN PARTNERS PLC	55.45	466671000.0	25876906950.0
2019-12-31	CCEP	COCA COLA EUROPEAN PARTNERS PLC	50.88	460174000.0	23413653120.0
2020-03-31	CCEP	COCA COLA EUROPEAN PARTNERS PLC	37.53	456400000.0	17128692000.0
2020-06-30	CCEP	COCA COLA EUROPEAN PARTNERS PLC	37.76	456400000.0	17233664000.0
2020-09-30	CCEP	COCA COLA EUROPEAN PARTNERS PLC	38.81	454164000.0	17626104840.0
2020-12-31	CCEP	COCA COLA EUROPEAN PARTNERS PLC	49.83	454164000.0	22630992120.0
2000-03-31	CCG	CHELSEA GCA REALTY INC	29.0	15934000.0	462086000.0
2000-06-30	CCG	CHELSEA GCA REALTY INC	34.5625	15936000.0	550788000.0
2000-09-29	CCG	CHELSEA GCA REALTY INC	35.125	15941000.0	559927625.0
2000-12-29	CCG	CHELSEA GCA REALTY INC	36.875	15941000.0	587824375.0
2000-03-31	CCH	CAMPBELL RESOURCES INC NEW	0.23438	157061000.0	36811957.18
2000-06-30	CCH	CAMPBELL RESOURCES INC NEW	1.8125	15722000.0	28496125.0
2000-09-29	CCH	CAMPBELL RESOURCES INC NEW	0.5625	15722000.0	8843625.0
2000-12-29	CCH	CAMPBELL RESOURCES INC NEW	0.28125	15762000.0	4433062.5
2001-03-30	CCH	CAMPBELL RESOURCES INC NEW	0.54	15762000.0	8511480.0
2001-06-29	CCH	CAMPBELL RESOURCES INC NEW	0.52	15789000.0	8210280.0
2001-09-28	CCH	CAMPBELL RESOURCES INC NEW	0.28	13247000.0	3709160.0000000005
2002-12-31	CCH	COCA COLA HELLENIC BOT CO S A	14.4	50000000.0	720000000.0
2003-03-31	CCH	COCA COLA HELLENIC BOT CO S A	13.65	99000.0	1351350.0
2003-06-30	CCH	COCA COLA HELLENIC BOT CO S A	-16.65	181000.0	-3013649.9999999995
2003-09-30	CCH	COCA COLA HELLENIC BOT CO S A	-19.25	190000.0	-3657500.0
2003-12-31	CCH	COCA COLA HELLENIC BOT CO S A	21.08	223000.0	4700840.0
2004-03-31	CCH	COCA COLA HELLENIC BOT CO S A	26.13	238000.0	6218940.0
2004-06-30	CCH	COCA COLA HELLENIC BOT CO S A	24.15	626000.0	15117900.0
2004-09-30	CCH	COCA COLA HELLENIC BOT CO S A	21.05	626000.0	13177300.0
2004-12-31	CCH	COCA COLA HELLENIC BOT CO S A	23.65	1257000.0	29728050.0
2005-03-31	CCH	COCA COLA HELLENIC BOT CO S A	25.05	1205000.0	30185250.0
2005-06-30	CCH	COCA COLA HELLENIC BOT CO S A	27.15	1151000.0	31249650.0
2005-09-30	CCH	COCA COLA HELLENIC BOT CO S A	29.01	1279000.0	37103790.0
2005-12-30	CCH	COCA COLA HELLENIC BOT CO S A	29.279	1247000.0	36510913.0
2006-03-31	CCH	COCA COLA HELLENIC BOT CO S A	31.12	1277000.0	39740240.0
2006-06-30	CCH	COCA COLA HELLENIC BOT CO S A	30.2	1565000.0	47263000.0
2006-09-29	CCH	COCA COLA HELLENIC BOT CO S A	34.34	1730000.0	59408200.00000001
2006-12-29	CCH	COCA COLA HELLENIC BOT CO S A	39.6	2007000.0	79477200.0
2007-03-30	CCH	COCA COLA HELLENIC BOT CO S A	42.03	3428000.0	144078840.0
2007-06-29	CCH	COCA COLA HELLENIC BOT CO S A	45.97	4699000.0	216013030.0
2007-09-28	CCH	COCA COLA HELLENIC BOT CO S A	58.5	5635000.0	329647500.0
2007-12-31	CCH	COCA COLA HELLENIC BOT CO S A	42.85	9446000.0	404761100.0
2008-03-31	CCH	COCA COLA HELLENIC BOT CO S A	46.83	10678000.0	500050740.0
2008-06-30	CCH	COCA COLA HELLENIC BOT CO S A	27.07	11074000.0	299773180.0
2008-09-30	CCH	COCA COLA HELLENIC BOT CO S A	22.24	11443000.0	254492319.99999997
2008-12-31	CCH	COCA COLA HELLENIC BOT CO S A	14.46	13702000.0	198130920.0
2009-03-31	CCH	COCA COLA HELLENIC BOT CO S A	14.19	12314000.0	174735660.0
2009-06-30	CCH	COCA COLA HELLENIC BOT CO S A	20.3	12314000.0	249974200.0
2009-09-30	CCH	COCA COLA HELLENIC BOT CO S A	26.36	12314000.0	324597040.0
2009-12-31	CCH	COCA COLA HELLENIC BOT CO S A	23.02	12314000.0	283468280.0
2010-03-31	CCH	COCA COLA HELLENIC BOT CO S A	26.71	12314000.0	328906940.0
2010-06-30	CCH	COCA COLA HELLENIC BOT CO S A	21.15	12314000.0	260441099.99999997
2010-09-30	CCH	COCA COLA HELLENIC BOT CO S A	26.02	12314000.0	320410280.0
2010-12-31	CCH	COCA COLA HELLENIC BOT CO S A	25.9	12314000.0	318932600.0
2011-03-31	CCH	COCA COLA HELLENIC BOT CO S A	27.11	12314000.0	333832540.0
2011-06-30	CCH	COCA COLA HELLENIC BOT CO S A	26.76	12314000.0	329522640.0
2011-09-30	CCH	COCA COLA HELLENIC BOT CO S A	17.893	12314000.0	220334402.0
2011-12-30	CCH	COCA COLA HELLENIC BOT CO S A	16.7	12314000.0	205643800.0
2012-03-30	CCH	COCA COLA HELLENIC BOT CO S A	19.47	12314000.0	239753580.0
2012-06-29	CCH	COCA COLA HELLENIC BOT CO S A	17.71	12314000.0	218080940.0
2012-09-28	CCH	COCA COLA HELLENIC BOT CO S A	18.6	12314000.0	229040400.00000003
2012-12-31	CCH	COCA COLA HELLENIC BOT CO S A	23.57	12314000.0	290240980.0
2013-03-28	CCH	COCA COLA HELLENIC BOT CO S A	26.76	12314000.0	329522640.0
2013-06-28	CCH	COCA COLA H B C AG	23.38	367338000.0	8588362440.0
2013-09-30	CCH	COCA COLA H B C AG	29.87	367338000.0	10972386060.0
2013-12-31	CCH	COCA COLA H B C AG	29.17	367338000.0	10715249460.0
2014-03-31	CCH	COCA COLA H B C AG	24.87	367338000.0	9135696060.0
2014-06-30	CCH	COCA COLA H B C AG	22.75	367338000.0	8356939500.0
2018-12-31	CCH	COLLIER CREEK HOLDINGS	-9.645	44000000.0	-424380000.0
2019-03-29	CCH	COLLIER CREEK HOLDINGS	9.94	44000000.0	437360000.0
2019-06-28	CCH	COLLIER CREEK HOLDINGS	10.0	44000000.0	440000000.0
2019-09-30	CCH	COLLIER CREEK HOLDINGS	10.19	44000000.0	448360000.0
2019-12-31	CCH	COLLIER CREEK HOLDINGS	-10.29	44000000.0	-452759999.99999994
2020-03-31	CCH	COLLIER CREEK HOLDINGS	10.23	44000000.0	450120000.0
2020-06-30	CCH	COLLIER CREEK HOLDINGS	13.7	44000000.0	602800000.0
2000-03-31	CCL	CARNIVAL CORP	24.8125	617255000.0	15315639687.5
2000-06-30	CCL	CARNIVAL CORP	19.5	604455000.0	11786872500.0
2000-09-29	CCL	CARNIVAL CORP	24.625	604455000.0	14884704375.0
2000-12-29	CCL	CARNIVAL CORP	30.8125	584470000.0	18008981875.0
2001-03-30	CCL	CARNIVAL CORP	27.67	584714000.0	16179036380.000002
2001-06-29	CCL	CARNIVAL CORP	30.7	584729000.0	17951180300.0
2001-09-28	CCL	CARNIVAL CORP	22.02	586072000.0	12905305440.0
2001-12-31	CCL	CARNIVAL CORP	28.08	586167000.0	16459569359.999998
2002-03-28	CCL	CARNIVAL CORP	32.65	586364000.0	19144784600.0
2002-06-28	CCL	CARNIVAL CORP	27.69	586492000.0	16239963480.0
2002-09-30	CCL	CARNIVAL CORP	25.1	586669000.0	14725391900.0
2002-12-31	CCL	CARNIVAL CORP	24.95	586776000.0	14640061200.0
2003-03-31	CCL	CARNIVAL CORP	24.11	586973000.0	14151919030.0
2003-06-30	CCL	CARNIVAL CORP	32.51	586980000.0	19082719800.0
2003-09-30	CCL	CARNIVAL CORP	32.89	629587000.0	20707116430.0
2003-12-31	CCL	CARNIVAL CORP	39.73	629913000.0	25026443489.999996
2004-03-31	CCL	CARNIVAL CORP	44.91	631469000.0	28359272789.999996
2004-06-30	CCL	CARNIVAL CORP	47.0	632679000.0	29735913000.0
2004-09-30	CCL	CARNIVAL CORP	47.29	633067000.0	29937738430.0
2004-12-31	CCL	CARNIVAL CORP	57.63	633273000.0	36495522990.0
2005-03-31	CCL	CARNIVAL CORP	51.81	634758000.0	32886811980.0
2005-06-30	CCL	CARNIVAL CORP	54.55	634906000.0	34634122300.0
2005-09-30	CCL	CARNIVAL CORP	49.98	634702000.0	31722405959.999996
2005-12-30	CCL	CARNIVAL CORP	53.47	637117000.0	34066645990.0
2006-03-31	CCL	CARNIVAL CORP	47.37	638735000.0	30256876950.0
2006-06-30	CCL	CARNIVAL CORP	41.74	626743000.0	26160252820.0
2006-09-29	CCL	CARNIVAL CORP	47.03	622436000.0	29273165080.0
2006-12-29	CCL	CARNIVAL CORP	49.05	622436000.0	30530485800.0
2007-03-30	CCL	CARNIVAL CORP	46.86	623355000.0	29210415300.0
2007-06-29	CCL	CARNIVAL CORP	48.77	623862000.0	30425749740.000004
2007-09-28	CCL	CARNIVAL CORP	48.43	623998000.0	30220223140.0
2007-12-31	CCL	CARNIVAL CORP	44.49	623998000.0	27761671020.0
2008-03-31	CCL	CARNIVAL CORP	40.48	623957000.0	25257779359.999996
2008-06-30	CCL	CARNIVAL CORP	32.96	624218000.0	20574225280.0
2008-09-30	CCL	CARNIVAL CORP	35.35	624293000.0	22068757550.0
2008-12-31	CCL	CARNIVAL CORP	24.32	624293000.0	15182805760.0
2009-03-31	CCL	CARNIVAL CORP	21.6	625375000.0	13508100000.0
2009-06-30	CCL	CARNIVAL CORP	25.77	625944000.0	16130576880.0
2009-09-30	CCL	CARNIVAL CORP	33.28	625944000.0	20831416320.0
2009-12-31	CCL	CARNIVAL CORP	31.69	624269000.0	19783084610.0
2010-03-31	CCL	CARNIVAL CORP	38.88	620037000.0	24107038560.0
2010-06-30	CCL	CARNIVAL CORP	30.24	618440000.0	18701625600.0
2010-09-30	CCL	CARNIVAL CORP	38.185	612219000.0	23377582515.0
2010-12-31	CCL	CARNIVAL CORP	46.11	606571000.0	27968988810.0
2011-03-31	CCL	CARNIVAL CORP	38.36	607603000.0	23307651080.0
2011-06-30	CCL	CARNIVAL CORP	37.63	608277000.0	22889463510.0
2011-09-30	CCL	CARNIVAL CORP	30.3	595417000.0	18041135100.0
2011-12-30	CCL	CARNIVAL CORP	32.64	595417000.0	19434410880.0
2012-03-30	CCL	CARNIVAL CORP	32.08	596262000.0	19128084960.0
2012-06-29	CCL	CARNIVAL CORP	34.27	596262000.0	20433898740.0
2012-09-28	CCL	CARNIVAL CORP	36.43	596230000.0	21720658900.0
2012-12-31	CCL	CARNIVAL CORP	36.77	594485000.0	21859213450.0
2013-03-28	CCL	CARNIVAL CORP	34.3	592310000.0	20316233000.0
2013-06-28	CCL	CARNIVAL CORP	34.29	592008000.0	20299954320.0
2013-09-30	CCL	CARNIVAL CORP	32.64	591569000.0	19308812160.0
2013-12-31	CCL	CARNIVAL CORP	40.17	591923000.0	23777546910.0
2014-03-31	CCL	CARNIVAL CORP	37.86	592240000.0	22422206400.0
2014-06-30	CCL	CARNIVAL CORP	37.65	592623000.0	22312255950.0
2014-09-30	CCL	CARNIVAL CORP	40.17	592649000.0	23806710330.0
2014-12-31	CCL	CARNIVAL CORP	45.33	592649000.0	26864779170.0
2015-03-31	CCL	CARNIVAL CORP	47.84	592688000.0	28354193920.000004
2015-06-30	CCL	CARNIVAL CORP	49.39	593428000.0	29309408920.0
2015-09-30	CCL	CARNIVAL CORP	49.7	593457000.0	29494812900.0
2015-12-31	CCL	CARNIVAL CORP	54.48	590110000.0	32149192800.0
2016-03-31	CCL	CARNIVAL CORP	52.77	562137000.0	29663969490.0
2016-06-30	CCL	CARNIVAL CORP	44.2	562137000.0	24846455400.0
2016-09-30	CCL	CARNIVAL CORP	48.82	550891000.0	26894498620.0
2016-12-30	CCL	CARNIVAL CORP	52.06	537602000.0	27987560120.0
2017-03-31	CCL	CARNIVAL CORP	58.91	535836000.0	31566098760.0
2017-06-30	CCL	CARNIVAL CORP	65.57	535836000.0	35134766520.0
2017-09-29	CCL	CARNIVAL CORP	64.57	535836000.0	34598930520.0
2017-12-29	CCL	CARNIVAL CORP	66.37	535836000.0	35563435320.0
2018-03-29	CCL	CARNIVAL CORP	65.58	534353000.0	35042869740.0
2018-06-29	CCL	CARNIVAL CORP	57.31	534353000.0	30623770430.0
2018-09-28	CCL	CARNIVAL CORP	63.77	526851000.0	33597288270.0
2018-12-31	CCL	CARNIVAL CORP	49.3	526851000.0	25973754300.0
